"goal","target","Unit","Date","Value"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows commitments for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2010","335.01"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows commitments for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2011","481.75"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows commitments for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2012","1237.73"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows commitments for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2013","681.28"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows commitments for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2014","1046.26"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows disbursed for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2006","184.94"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows disbursed for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2007","344.45"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows disbursed for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2008","231.16"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows disbursed for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2009","260.96"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows disbursed for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2010","454.11"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows disbursed for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2011","353.97"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows disbursed for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2012","378.22"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows disbursed for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2013","561.8"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows disbursed for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2014","611.83"
"Goal 9. Build resilient infrastructure,  promote inclusive and sustainable industrialization  and foster innovation","Freight volume, by air transport. Age group Total. Sex Total. Location Total","metric tons","2000","7457"
"Goal 9. Build resilient infrastructure,  promote inclusive and sustainable industrialization  and foster innovation","Freight volume, by air transport. Age group Total. Sex Total. Location Total","metric tons","2005","7716"
"Goal 9. Build resilient infrastructure,  promote inclusive and sustainable industrialization  and foster innovation","Passenger volume, by air transport. Age group Total. Sex Total. Location Total","Number","2000","507396"
"Goal 9. Build resilient infrastructure,  promote inclusive and sustainable industrialization  and foster innovation","Passenger volume, by air transport. Age group Total. Sex Total. Location Total","Number","2005","747648"
"Goal 9. Build resilient infrastructure,  promote inclusive and sustainable industrialization  and foster innovation","Passenger volume, by air transport. Age group Total. Sex Total. Location Total","Number","2010","4197375.22"
"Goal 9. Build resilient infrastructure,  promote inclusive and sustainable industrialization  and foster innovation","Passenger volume, by air transport. Age group Total. Sex Total. Location Total","Number","2014","4289094.02"
"Goal 9. Build resilient infrastructure,  promote inclusive and sustainable industrialization  and foster innovation","Manufacturing value added share in GDP at constant 2010 United States dollars. Age group Total. Sex Total. Location Total","%","2000","6.35"
"Goal 9. Build resilient infrastructure,  promote inclusive and sustainable industrialization  and foster innovation","Manufacturing value added share in GDP at constant 2010 United States dollars. Age group Total. Sex Total. Location Total","%","2001","6.5"
"Goal 9. Build resilient infrastructure,  promote inclusive and sustainable industrialization  and foster innovation","Manufacturing value added share in GDP at constant 2010 United States dollars. Age group Total. Sex Total. Location Total","%","2002","5.9"
"Goal 9. Build resilient infrastructure,  promote inclusive and sustainable industrialization  and foster innovation","Manufacturing value added share in GDP at constant 2010 United States dollars. Age group Total. Sex Total. Location Total","%","2003","5.65"
